FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID,RSI,MovingAverage,ROI Diario,ROI Acumulado
2020-01-02,0.0333619981736328,1038897513.3254246,74867841.21535505,cardano,,,,
2020-01-03,0.0326178549132033,1015100628.6069512,63835282.138862886,cardano,,,-0.02230511663469914,-0.02230511663469914
2020-01-04,0.03396737105303,1060794465.037696,79167959.06649704,cardano,,,0.041373540455612146,0.01814558217546014
2020-01-05,0.0342983105505921,1067105660.3890376,77918143.48363875,cardano,,,0.009742864616912428,0.028065236742903066
2020-01-06,0.0344269740004588,1069729851.7474384,48833556.38398183,cardano,,,0.003751305758250556,0.03192182378535402
2020-01-07,0.036998615370016,1150811966.6402338,77690490.90639412,cardano,,,0.07469844342180454,0.10900477775510975
2020-01-08,0.0370003149146818,1151791408.0212848,109080768.02223112,cardano,,,4.5935358629067835e-05,0.10905572028729726
2020-01-09,0.0362252550448545,1130075028.1023777,97790326.68355764,cardano,,,-0.0209473857618373,0.08582390228306691
2020-01-10,0.0360681336331278,1120025309.4730992,73078880.79386607,cardano,,,-0.004337344527516773,0.08111430992265256
2020-01-11,0.0370446183882769,1142315528.2269332,89615189.15475553,cardano,,,0.027073337508437545,0.1103836825203901
2020-01-12,0.0364423042673414,1140005583.945712,103012026.66787285,cardano,,,-0.01625915307379988,0.09232978425564142
2020-01-13,0.037372044999992,1163393929.42041,94947456.45599157,cardano,,,0.02551267685572256,0.12019804106123666
2020-01-14,0.0369431417680016,1149509789.462297,92974481.83741903,cardano,,,-0.01147657913797584,0.10734199959279178
2020-01-15,0.0412858483394243,1277612922.8592856,211070204.09448823,cardano,81.91261570654163,,0.11755108969059447,0.23751125830508624
2020-01-16,0.0424114804384295,1312253076.5911648,199275282.88421407,cardano,83.88477878910963,,0.02726435677792094,0.27125120676821
2020-01-17,0.0414947727094261,1286089923.7849808,137032057.20058483,cardano,76.56317687844034,,-0.021614612824804036,0.24377360413085025
2020-01-18,0.0443501818249508,1387851754.2258596,170585164.39829364,cardano,81.87102351314155,,0.06881370662083541,0.32936227602824975
2020-01-19,0.0448126727474952,1398527687.6359637,156488786.0786448,cardano,82.5599713980296,,0.010428162941244379,0.3432250824506158
2020-01-20,0.0424657528723347,1324878584.1799922,140637820.3793592,cardano,68.36250669899263,,-0.05237178974761514,0.2728779808487891
2020-01-21,0.0432053382287278,1347506112.4317155,122312691.01675928,cardano,70.10706142474518,,0.017416042489968975,0.2950464778477975
2020-01-22,0.0456442899910431,1415740558.2396002,144630468.9155506,cardano,75.00237834103724,,0.05645024115778363,0.368152163832844
2020-01-23,0.045344968823828,1410211923.886814,106449100.50429538,cardano,73.41344130521033,,-0.006557691384263764,0.3591802441757155
2020-01-24,0.0433842987518649,1348529123.6392128,110069027.1245324,cardano,63.8685596525486,,-0.04323897717474667,0.30041068062143506
2020-01-25,0.0444529066148971,1382573985.2793734,114891800.48768374,cardano,66.43033204036905,,0.024631212069234243,0.3324413718729189
2020-01-26,0.0435431200036232,1359196362.9106965,88735590.60746145,cardano,62.37547987852337,,-0.020466301993602665,0.3051712243673974
2020-01-27,0.0443725875908692,1381689961.284705,98582263.1562168,cardano,64.50286660901304,,0.019049337465413263,0.33003387147051866
2020-01-28,0.0473063437051027,1467722927.7963097,140901190.79711726,cardano,70.79314113491077,,0.06611640820417675,0.417970933842045
2020-01-29,0.0522122148224153,1631232520.7140007,286197023.3930493,cardano,77.85881994059281,,0.10370429699438866,0.5650206126946111
2020-01-30,0.0531831896557472,1664173788.5694072,258344089.06002605,cardano,78.94452201209776,,0.01859669881146364,0.5941248296626251
2020-01-31,0.0558728991751701,1733739134.7114882,220132465.33669612,cardano,81.63150850882047,,0.050574430319679786,0.6747467847812689
2020-02-01,0.0538487645987283,1685694718.5613482,196053869.98830616,cardano,73.98021830636624,,-0.036227484278126054,0.6140749219657633
2020-02-02,0.05545554842096,1727198232.6784198,159634518.7845942,cardano,75.91044525795407,,0.0298388242368266,0.6622370198673693
2020-02-03,0.055766417933093,1737643944.2078435,228621145.9129984,cardano,76.27711709684056,,0.005605742274392478,0.6715550921997
2020-02-04,0.0567639866232986,1765721504.768992,164518222.31100556,cardano,77.46261727929017,,0.017888340818348114,0.7014564393856135
2020-02-05,0.0559971039692361,1739481934.7636726,136675263.4672669,cardano,74.38516532924967,,-0.013510021048235177,0.6784697270768587
2020-02-06,0.0589609918301886,1838841590.66739,156637649.48422155,cardano,78.0197104158254,,0.05292930617591973,0.7673099651683222
2020-02-07,0.0597928371104457,1859115447.033716,159304871.65236646,cardano,78.9236100306308,,0.014108400392124798,0.792243881773909
2020-02-08,0.0597741041153736,1859229765.536211,142690306.69238144,cardano,78.84497606785666,,-0.00031329831426962773,0.7916823747869892
2020-02-09,0.0601565113817484,1871644108.075389,125903922.22559723,cardano,79.29840643145315,,0.006397540741667873,0.8031447357758172
2020-02-10,0.0615314549944985,1913377671.572009,129259369.74149844,cardano,80.88482839667465,,0.022856106199789616,0.8443576033503009
2020-02-11,0.0602561866852482,1874732871.0104687,130595621.5452848,cardano,75.13372444935494,,-0.02072546975143552,0.8061324256312341
2020-02-12,0.0628897879943008,1953385977.428038,254958634.87714756,cardano,78.52896314211233,,0.04370673708260653,0.8850725806946689
2020-02-13,0.0672918519346564,2093147933.255149,283365264.52459675,cardano,82.76501665759311,,0.06999648242977896,1.0170210304681215
2020-02-14,0.0683653000010826,2135939462.118876,335446932.6789082,cardano,83.61398434532978,,0.015952125488663427,1.0491968030594223
