FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID
2020-01-02,0.03336199817363285,1038897513.3254246,74867841.21535505,cardano
2020-01-03,0.032617854913203397,1015100628.6069512,63835282.138862886,cardano
2020-01-04,0.03396737105303003,1060794465.0376961,79167959.06649704,cardano
2020-01-05,0.03429831055059213,1067105660.3890375,77918143.48363875,cardano
2020-01-06,0.034426974000458806,1069729851.7474385,48833556.38398183,cardano
2020-01-07,0.03699861537001607,1150811966.6402338,77690490.90639412,cardano
2020-01-08,0.03700031491468185,1151791408.0212848,109080768.02223112,cardano
2020-01-09,0.03622525504485451,1130075028.1023777,97790326.68355764,cardano
2020-01-10,0.03606813363312789,1120025309.4730992,73078880.79386607,cardano
2020-01-11,0.03704461838827698,1142315528.2269332,89615189.15475553,cardano
2020-01-12,0.03644230426734148,1140005583.9457119,103012026.66787285,cardano
2020-01-13,0.037372044999992096,1163393929.42041,94947456.45599155,cardano
2020-01-14,0.03694314176800163,1149509789.462297,92974481.83741905,cardano
2020-01-15,0.04128584833942434,1277612922.8592856,211070204.09448826,cardano
2020-01-16,0.042411480438429544,1312253076.5911648,199275282.88421407,cardano
2020-01-17,0.04149477270942618,1286089923.7849808,137032057.20058483,cardano
2020-01-18,0.04435018182495084,1387851754.2258596,170585164.39829364,cardano
2020-01-19,0.044812672747495216,1398527687.6359637,156488786.0786448,cardano
2020-01-20,0.04246575287233477,1324878584.1799922,140637820.3793592,cardano
2020-01-21,0.04320533822872788,1347506112.4317157,122312691.01675929,cardano
2020-01-22,0.04564428999104319,1415740558.2396002,144630468.9155506,cardano
2020-01-23,0.045344968823828,1410211923.8868139,106449100.50429538,cardano
2020-01-24,0.0433842987518649,1348529123.6392128,110069027.1245324,cardano
2020-01-25,0.04445290661489713,1382573985.2793734,114891800.48768374,cardano
2020-01-26,0.0435431200036232,1359196362.9106963,88735590.60746145,cardano
2020-01-27,0.044372587590869254,1381689961.284705,98582263.15621679,cardano
2020-01-28,0.047306343705102775,1467722927.7963097,140901190.79711726,cardano
2020-01-29,0.05221221482241534,1631232520.7140007,286197023.3930493,cardano
2020-01-30,0.05318318965574728,1664173788.5694072,258344089.06002605,cardano
2020-01-31,0.05587289917517012,1733739134.7114882,220132465.33669615,cardano
2020-02-01,0.05384876459872832,1685694718.5613482,196053869.98830616,cardano
2020-02-02,0.055455548420960024,1727198232.6784198,159634518.7845942,cardano
2020-02-03,0.055766417933093095,1737643944.2078435,228621145.91299838,cardano
2020-02-04,0.056763986623298686,1765721504.768992,164518222.31100556,cardano
2020-02-05,0.05599710396923617,1739481934.7636726,136675263.4672669,cardano
2020-02-06,0.05896099183018863,1838841590.66739,156637649.48422155,cardano
2020-02-07,0.059792837110445723,1859115447.0337157,159304871.65236646,cardano
2020-02-08,0.05977410411537365,1859229765.536211,142690306.69238144,cardano
2020-02-09,0.06015651138174843,1871644108.0753887,125903922.22559723,cardano
2020-02-10,0.06153145499449852,1913377671.5720093,129259369.74149843,cardano
2020-02-11,0.060256186685248236,1874732871.0104687,130595621.54528481,cardano
2020-02-12,0.06288978799430087,1953385977.428038,254958634.87714753,cardano
2020-02-13,0.06729185193465648,2093147933.2551491,283365264.52459675,cardano
2020-02-14,0.06836530000108265,2135939462.1188762,335446932.6789082,cardano
2020-02-15,0.07032856354246741,2185247021.7657356,253062181.27208945,cardano
2020-02-16,0.06472612654514034,2015733205.697893,242397210.9390732,cardano
2020-02-17,0.06285710908344452,1964825566.136611,277034923.6330006,cardano
2020-02-18,0.06045176130470179,1871133461.921064,272004390.5090292,cardano
2020-02-19,0.06254705922733717,1952625493.4504642,251750540.3256694,cardano
2020-02-20,0.05818171129947997,1821759622.8737004,228558898.74390647,cardano
2020-02-21,0.05777565653662186,1802782690.6268592,263452977.34373838,cardano
2020-02-22,0.05865822848701768,1829056816.1944566,230599472.21814504,cardano
2020-02-23,0.05839392327180828,1811388698.1183252,166718271.37555096,cardano
2020-02-24,0.06073456267572729,1886303219.5727327,232674655.60882208,cardano
2020-02-25,0.05935885557530342,1843271731.5724761,254977199.08552107,cardano
2020-02-26,0.05662502391878016,1763321340.7663302,223975114.0341601,cardano
2020-02-27,0.05064465595671338,1578309017.5664997,274099295.5684429,cardano
2020-02-28,0.049602674255913366,1546750720.8339329,209902464.90978274,cardano
2020-02-29,0.048926399932164466,1531950187.0796108,195936467.4850897,cardano
2020-03-01,0.04736417458731175,1481631103.8686461,120953605.76956655,cardano
2020-03-02,0.046172079440448384,1435816109.7772639,124670458.46928771,cardano
2020-03-03,0.048794270674382634,1515782622.4162924,141670557.78046253,cardano
2020-03-04,0.04864811457593409,1516016247.2014577,150407091.0070928,cardano
2020-03-05,0.04889845997466285,1519410636.5864627,170344689.4210829,cardano
2020-03-06,0.0508706766907552,1581607337.8214996,142091918.55701336,cardano
2020-03-07,0.051380435471976016,1595164988.848021,136293489.32336417,cardano
2020-03-08,0.04923996466792674,1530117969.709145,125016889.24696535,cardano
2020-03-09,0.04328449004181886,1340799680.8298566,145742667.2924989,cardano
2020-03-10,0.04161723666032623,1295651579.797846,166720941.06616473,cardano
2020-03-11,0.0413982274117634,1292352733.1622233,140500959.223219,cardano
2020-03-12,0.040066910703005464,1244090560.1131132,131897068.04937842,cardano
2020-03-13,0.023715965392713114,733569243.541392,211978802.34647855,cardano
2020-03-14,0.028339513929699127,867613747.6483233,289676259.7783371,cardano
2020-03-15,0.026047698238738294,807435012.826672,97926867.78153749,cardano
