FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID
2020-01-02,7193.7546679601,130422953817.668,18123516838.8979,bitcoin
2020-01-03,6963.853353983485,126280790200.20206,20313194628.09452,bitcoin
2020-01-04,7300.34693530511,132766262579.09486,31015776262.21867,bitcoin
2020-01-05,7351.377053166627,133474716218.18333,20611640058.34164,bitcoin
2020-01-06,7349.972248050628,133388991086.87987,21929224570.56102,bitcoin
2020-01-07,7734.675515785289,140557168287.4443,28148518761.51164,bitcoin
2020-01-08,8147.415237636371,147798610895.50055,34823187724.289955,bitcoin
2020-01-09,8045.789124592971,146089575425.2795,39971512000.06816,bitcoin
2020-01-10,7832.795643840387,141913856953.47913,29276053440.88472,bitcoin
2020-01-11,8180.513169803805,146879934259.3087,35777298156.26295,bitcoin
2020-01-12,8012.085781814529,145561586658.57422,31504583511.03613,bitcoin
2020-01-13,8171.401185320944,148204228775.38776,27533390875.51989,bitcoin
2020-01-14,8110.647964503772,147446058196.45944,27962176780.628242,bitcoin
2020-01-15,8801.871213137745,159481192213.82108,55384169405.51928,bitcoin
2020-01-16,8820.85010599613,159960761751.8495,48160401007.254,bitcoin
2020-01-17,8720.91950137424,158412991117.64667,36462155571.2176,bitcoin
2020-01-18,8902.568995225329,161848747742.1508,41671910798.34088,bitcoin
2020-01-19,8906.902675151074,161823609428.34625,36801813631.51236,bitcoin
2020-01-20,8690.380569544623,157906057309.30655,39242297095.94223,bitcoin
2020-01-21,8631.253954333763,156848009983.54858,29527689342.88548,bitcoin
2020-01-22,8724.818622931474,158564958350.98007,27057681779.746685,bitcoin
2020-01-23,8665.436914096897,157502652064.02246,25628542094.50134,bitcoin
2020-01-24,8415.956027335538,152984928858.5764,30696020541.207973,bitcoin
2020-01-25,8432.096675789418,153294353936.51035,30691734305.128674,bitcoin
2020-01-26,8348.665665079325,151794495723.25214,26582198966.298725,bitcoin
2020-01-27,8595.728298493115,156302144661.30927,30241155463.270596,bitcoin
2020-01-28,8879.335548714553,161473602737.4275,39661537339.92209,bitcoin
2020-01-29,9320.805853868467,169518428144.8912,49812761504.1306,bitcoin
2020-01-30,9276.893821086494,168738228801.50467,47273353143.75747,bitcoin
2020-01-31,9509.80513557522,172993102966.37723,51037775414.9802,bitcoin
2020-02-01,9308.060285564778,169340144566.23718,50102814005.68021,bitcoin
2020-02-02,9363.22420680057,170361167834.16483,48307978233.84802,bitcoin
2020-02-03,9338.416631939404,169926610304.08496,55025402183.682236,bitcoin
2020-02-04,9308.91270229121,169406963182.6937,56824765307.81458,bitcoin
2020-02-05,9179.95928107711,167075369075.11478,55377658455.62325,bitcoin
2020-02-06,9592.18387389791,174596806174.2994,65675565620.91084,bitcoin
2020-02-07,9744.636578159387,177388314197.5645,71141695218.03949,bitcoin
2020-02-08,9799.448455824684,178414902529.15167,69495711755.62915,bitcoin
2020-02-09,9890.701658194865,180081607384.42255,71561797135.19986,bitcoin
2020-02-10,10148.379719131783,184792100015.16357,78110955304.52135,bitcoin
2020-02-11,9890.121224019967,180145850760.05313,81406687324.35088,bitcoin
2020-02-12,10226.925769215322,186262984851.99295,38930644711.90421,bitcoin
2020-02-13,10328.897565836414,188132988212.86746,45456624047.83392,bitcoin
2020-02-14,10221.260309201634,186190344916.03287,54151236617.55855,bitcoin
2020-02-15,10320.157140513991,187680301470.73926,50206573483.049774,bitcoin
2020-02-16,9894.136123789158,180265718400.57037,51460340288.898056,bitcoin
2020-02-17,9943.673602578743,181221481668.7407,42364906261.0548,bitcoin
2020-02-18,9723.605026422496,176547652266.39673,48517591137.467995,bitcoin
2020-02-19,10133.817417084678,184918071499.10074,54648014949.72496,bitcoin
2020-02-20,9618.409248250406,175312937106.92148,50502739123.75383,bitcoin
2020-02-21,9608.16918128246,174871048291.16623,53579139400.80847,bitcoin
2020-02-22,9673.011800270346,176701844101.55685,37678167400.71924,bitcoin
2020-02-23,9658.606058375473,176097270350.4831,32555342237.084362,bitcoin
2020-02-24,9946.716123467522,181368043820.09412,38743680759.32858,bitcoin
2020-02-25,9670.9608064677,175872097740.40662,41928789500.12296,bitcoin
2020-02-26,9345.342701734848,170478976467.6238,39441760776.318504,bitcoin
2020-02-27,8801.657129472504,160731785487.8149,45140119229.636024,bitcoin
2020-02-28,8781.175282202359,160149975301.41962,43045469000.97675,bitcoin
2020-02-29,8717.331431359424,159030381910.26715,41297721067.30182,bitcoin
2020-03-01,8552.989118581636,156047250857.11172,33291626663.006737,bitcoin
2020-03-02,8567.802248679225,155934421965.2728,34310775733.322155,bitcoin
2020-03-03,8905.876104262194,162521881368.8758,59776629742.57125,bitcoin
2020-03-04,8756.718576742549,159816567727.14258,68336042797.3885,bitcoin
2020-03-05,8758.646993191916,159869936941.09732,38832067216.87788,bitcoin
2020-03-06,9038.870323233425,165070261612.788,38122635173.15044,bitcoin
2020-03-07,9135.84506603321,166791067805.42844,41388087588.44269,bitcoin
2020-03-08,8902.20195010789,162543409238.00458,36764763103.12236,bitcoin
2020-03-09,8041.365538071835,147076617271.6885,39132209137.697235,bitcoin
2020-03-10,7921.33200691072,144664117909.4077,45678665163.11017,bitcoin
2020-03-11,7906.731528510632,144410718987.88852,40882213633.94649,bitcoin
2020-03-12,7935.522040170545,144948460093.29614,38689036552.81125,bitcoin
2020-03-13,5142.990459018316,93092131086.97026,50009548492.07486,bitcoin
2020-03-14,5542.819542373153,101262945297.35811,74329688818.10397,bitcoin
2020-03-15,5214.189112383918,95216478864.65564,36054625746.82817,bitcoin
2020-03-16,5397.93335743919,98632587514.00247,32985693209.74783,bitcoin
2020-03-17,5032.501351487721,91962797384.28253,44034438467.966835,bitcoin
2020-03-18,5389.41577503409,98079756006.79294,36007089253.822556,bitcoin
2020-03-19,5376.280747845438,98259998309.05324,37618067230.41405,bitcoin
2020-03-20,6170.200600237675,112778383593.49141,48056214948.15649,bitcoin
2020-03-21,6195.603505257629,113030383272.51407,50936770688.25396,bitcoin
2020-03-22,6145.770891252399,112349835902.32983,40189198131.46317,bitcoin
2020-03-23,5859.647430299388,107128564670.89128,37255748385.30394,bitcoin
2020-03-24,6456.347485963419,118046727572.5451,45578824447.64577,bitcoin
2020-03-25,6730.173782371188,123064256188.85924,45846522059.373184,bitcoin
2020-03-26,6695.9006183977235,122445336599.19923,42082295491.03078,bitcoin
2020-03-27,6765.56207892991,123732739823.4625,34840544710.10888,bitcoin
2020-03-28,6397.826328325604,117019679177.81361,32910551599.472366,bitcoin
2020-03-29,6255.000398693634,114171796491.49913,35231848358.55144,bitcoin
2020-03-30,5915.337154791903,108551603303.50957,25923471292.176422,bitcoin
2020-03-31,6403.141235565223,117151628726.53436,34907149977.57921,bitcoin
2020-04-01,6421.70541388854,117750205634.39989,32287674952.1782,bitcoin
2020-04-02,6640.797666310131,120921617010.34784,35886963977.71526,bitcoin
2020-04-03,6807.897017890566,124719708453.63535,47638672293.73783,bitcoin
2020-04-04,6732.852018394612,123234164427.70816,39867535857.25387,bitcoin
2020-04-05,6859.424923721944,125564427826.17566,35009177102.13241,bitcoin
2020-04-06,6788.048272605917,124272363451.93964,31885662165.01491,bitcoin
2020-04-07,7297.635558289496,133484854333.44951,45370138560.82485,bitcoin
2020-04-08,7196.782202442051,131782164465.85344,43386074290.71468,bitcoin
2020-04-09,7342.291601148024,134518720640.0234,38922547592.862114,bitcoin
2020-04-10,7294.488875121554,133598651281.71776,34921486435.060486,bitcoin
2020-04-11,6864.694257006497,125740858699.27551,37828011010.9016,bitcoin
2020-04-12,6878.781212589853,125980543742.36499,30280054180.28837,bitcoin
2020-04-13,6913.158787469097,126655463658.31227,34544392366.04943,bitcoin
2020-04-14,6857.538537511484,125651103790.21225,38062368291.08157,bitcoin
2020-04-15,6860.17853570111,125713883015.64563,33837365577.44977,bitcoin
2020-04-16,6629.431738031291,121499498109.80829,29692916171.011845,bitcoin
2020-04-17,7059.92622475854,129402884477.95892,45752002264.274315,bitcoin
2020-04-18,7035.261503989225,128961704237.38853,31701906839.621475,bitcoin
2020-04-19,7242.5109294929825,132775323305.43571,30035235468.3311,bitcoin
2020-04-20,7127.511949689152,130680700686.31035,29714765522.325314,bitcoin
2020-04-21,6856.456278354705,125724610427.89977,35276609104.457115,bitcoin
2020-04-22,6842.038597634602,125473149029.1152,30093303601.39072,bitcoin
2020-04-23,7109.995291181778,130398643209.39326,30819547915.3444,bitcoin
2020-04-24,7382.793144116689,135414822709.73111,41032858925.23595,bitcoin
2020-04-25,7495.393587498606,137493716065.4006,33233126912.999897,bitcoin
2020-04-26,7538.557687279841,138298135122.85803,31610167152.118294,bitcoin
2020-04-27,7683.867415083342,140977260141.33173,33760863612.125053,bitcoin
2020-04-28,7774.281554448049,142649802462.8293,35205525351.89531,bitcoin
2020-04-29,7758.230255185947,142370212777.1421,32855687796.969097,bitcoin
2020-04-30,8744.430287016561,160483573440.17792,60399592065.54053,bitcoin
2020-05-01,8610.63580374089,158042623264.3916,65838312160.09067,bitcoin
2020-05-02,8824.818413551968,161989355178.82224,44773967197.55202,bitcoin
2020-05-03,8966.307014689282,164603123455.99927,39177855720.33245,bitcoin
2020-05-04,8888.671912686868,163036842346.68604,45617019157.37323,bitcoin
2020-05-05,8884.407813577056,162341412439.88123,44698213713.39127,bitcoin
2020-05-06,9003.240557621584,165335617639.04947,43436234291.97107,bitcoin
2020-05-07,9144.68703972007,167950864937.1468,48538811466.802704,bitcoin
2020-05-08,9959.166416261767,182927847431.44946,61712313964.69186,bitcoin
2020-05-09,9821.81131529702,180421762956.3486,50955646313.40579,bitcoin
2020-05-10,9566.777187205966,175752574354.63544,46706541180.09866,bitcoin
2020-05-11,8752.617087745832,160814678353.7077,61704475184.53314,bitcoin
2020-05-12,8604.75159101983,158113540964.46692,57996080837.490005,bitcoin
2020-05-13,8788.466749414652,161474125336.405,39515455755.72524,bitcoin
2020-05-14,9283.08601265873,170593350055.82486,44239951916.52319,bitcoin
2020-05-15,9796.494527024528,179398095871.3398,52076585310.72393,bitcoin
2020-05-16,9309.29535940684,170983863891.47488,44866846516.37974,bitcoin
2020-05-17,9375.29710843331,172309401206.74423,34146492788.290554,bitcoin
2020-05-18,9666.32719340344,177224284369.1316,35650032953.969925,bitcoin
2020-05-19,9708.439858793108,178446153576.46417,38922896809.95441,bitcoin
2020-05-20,9760.198937162193,179127815802.66245,37077538114.72087,bitcoin
2020-05-21,9526.50759300584,175227227252.9058,34829170074.82492,bitcoin
2020-05-22,9059.962506871727,166569335290.8396,35965016693.72406,bitcoin
2020-05-23,9131.767275081993,168309812992.5134,27700943119.83718,bitcoin
2020-05-24,9170.361063506127,168614573110.75775,26159735072.083897,bitcoin
2020-05-25,8731.848525870651,161407638875.36517,29437505507.203728,bitcoin
2020-05-26,8883.691769863415,163333743988.58344,29130957734.103832,bitcoin
