FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID
2020-01-02,0.1925555238273866,8341958972.432188,1043385828.1124829,ripple
2020-01-03,0.18743331904176772,8125379010.023234,1082069170.5192986,ripple
2020-01-04,0.19229914510656726,8347736588.237065,1276806150.4908261,ripple
2020-01-05,0.19281164080052574,8353409154.389953,987421522.1363721,ripple
2020-01-06,0.1938156066611448,8392968450.124307,1151983921.4447215,ripple
2020-01-07,0.21886937694958472,9465463489.326942,2315410062.424789,ripple
2020-01-08,0.21402337779784072,9305934111.59265,2246849401.0656867,ripple
2020-01-09,0.2077455033575198,9024811867.845201,1751818179.3607318,ripple
2020-01-10,0.20355935867224603,8789096375.417276,1375082672.979332,ripple
2020-01-11,0.21267387579066802,9152207373.444256,1715289860.970222,ripple
2020-01-12,0.21105224358784117,9174759874.804424,1616008355.0527637,ripple
2020-01-13,0.21474449708822158,9309701295.480135,1497339722.9534612,ripple
2020-01-14,0.21157499912373928,9203081181.314354,1344392775.5026226,ripple
2020-01-15,0.23286865448480604,10153845095.502394,2696981092.1720905,ripple
2020-01-16,0.23300283331519447,10123709179.009432,2536228717.563669,ripple
2020-01-17,0.22853059053530053,9976223216.14577,2022448461.469136,ripple
2020-01-18,0.23686460613195828,10373376854.06169,2396388745.8834558,ripple
2020-01-19,0.24213615589873505,10570157519.33709,2424579070.6483755,ripple
2020-01-20,0.235603867808873,10284998478.072683,2271192817.467,ripple
2020-01-21,0.23289279406637656,10166649872.106089,1732824923.0854318,ripple
2020-01-22,0.23685345936131622,10331513194.577929,1689519338.779692,ripple
2020-01-23,0.23499544043382634,10259917352.455172,1517848018.8288903,ripple
2020-01-24,0.22724888132389257,9883783791.647701,1588344751.2599707,ripple
2020-01-25,0.2225431426290054,9719772858.770794,1700488421.523553,ripple
2020-01-26,0.22061763237296175,9638438751.03141,1378215639.489156,ripple
2020-01-27,0.22943058906684347,10020588305.88766,1612338569.6517098,ripple
2020-01-28,0.23047236239936733,10066088697.599735,1806433337.1744275,ripple
2020-01-29,0.23759353224638982,10379406076.854149,2085600978.3634768,ripple
2020-01-30,0.2347214961660962,10253939577.564808,1977002934.2965088,ripple
2020-01-31,0.24276686561020783,10605406032.519274,2181535959.948334,ripple
2020-02-01,0.23842652774418766,10415795950.139376,2017282252.7990386,ripple
2020-02-02,0.24058383524812516,10498465190.459534,1716886038.0747964,ripple
2020-02-03,0.24945938103026924,10897772304.292992,2640052158.2307854,ripple
2020-02-04,0.2542159606960318,11100987585.881157,2278216762.8389688,ripple
2020-02-05,0.2656747180889477,11609513518.064352,2704937501.8976245,ripple
2020-02-06,0.2764575489693778,12080704084.369738,3007089781.3190074,ripple
2020-02-07,0.2823097578555551,12336435223.046865,2897162400.397639,ripple
2020-02-08,0.2795854197829911,12219130649.62797,2279182999.2916217,ripple
2020-02-09,0.27737310854342834,12120712412.328041,2203834681.657999,ripple
2020-02-10,0.28228522263887856,12335363077.636406,2235349086.4563556,ripple
2020-02-11,0.2743149002963578,11989933095.065647,2336299972.3317795,ripple
2020-02-12,0.28059588101972865,12264466263.199255,2313861746.3463297,ripple
2020-02-13,0.30062527136408457,13139923811.820684,3939347661.1381044,ripple
2020-02-14,0.32323749080237313,14128273325.1104,6605455718.645415,ripple
2020-02-15,0.33328200848325845,14547897322.234125,4390704528.584524,ripple
2020-02-16,0.3054624254862439,13351349272.969727,3430602807.6012707,ripple
2020-02-17,0.2964534198879656,13014571135.584288,3980732101.4108753,ripple
2020-02-18,0.28908812446999876,12589617075.790451,3853954524.987112,ripple
2020-02-19,0.296577455075223,13006965403.789303,3811855427.8079524,ripple
2020-02-20,0.2791443337343405,12286661487.356989,3177109702.4000826,ripple
2020-02-21,0.27234077933160267,11903878854.716238,3305374380.6193023,ripple
2020-02-22,0.2741735340187518,11994931288.88298,2686108808.308024,ripple
2020-02-23,0.2750165598980362,12031813176.600395,2170573839.236917,ripple
2020-02-24,0.2828391709232468,12368568030.53096,2366852812.7249575,ripple
2020-02-25,0.27168308521714457,11885975614.657633,2475554285.309856,ripple
2020-02-26,0.2549377168645062,11161956330.394718,2567025289.697201,ripple
2020-02-27,0.23266378428241924,10107015239.20526,3277214495.244253,ripple
2020-02-28,0.23617604299477746,10372076911.34373,2700620092.1848893,ripple
2020-02-29,0.23717611347675766,10383454661.41943,2477143911.606179,ripple
2020-03-01,0.23037150494861858,10085552216.249443,2044539704.0515926,ripple
2020-03-02,0.22917706895795528,10025695675.143848,2069107143.4855473,ripple
2020-03-03,0.23935065416728013,10478654993.098969,2463124755.610758,ripple
2020-03-04,0.23457912088562113,10269759591.410824,2454087704.964802,ripple
2020-03-05,0.23463668153171868,10272279568.445084,2236741729.1902986,ripple
2020-03-06,0.23799885638303916,10432581064.571096,2193770065.4365125,ripple
2020-03-07,0.24386760361915502,10685792781.178034,2329507514.6243596,ripple
2020-03-08,0.23709215080017237,10388905930.494232,1974512300.6903646,ripple
2020-03-09,0.20384611735996336,8932130947.405481,2212569691.91303,ripple
2020-03-10,0.20882219538631508,9150172777.740633,2703449654.798481,ripple
2020-03-11,0.21152859473962587,9268761808.195688,2198016132.888562,ripple
2020-03-12,0.20985557507598007,9174518395.667374,2049343228.0515945,ripple
2020-03-13,0.13782959908786777,6028784807.164941,2844634644.5898576,ripple
2020-03-14,0.15793320292960084,6828007204.563598,5002103249.521113,ripple
2020-03-15,0.14740449415734955,6450069989.016672,2154086289.8254404,ripple
2020-03-16,0.1536465110327934,6732484159.771578,2079737198.446287,ripple
2020-03-17,0.14233610354273207,6240388468.092608,2529761544.987209,ripple
2020-03-18,0.14855496359845247,6533184465.968457,2083392083.9541287,ripple
2020-03-19,0.14686144782598295,6436304690.825929,1931411749.8110197,ripple
2020-03-20,0.1630137642312299,7154342167.204617,2490205855.675707,ripple
2020-03-21,0.1578654199821656,6932408770.043524,2852880594.57501,ripple
2020-03-22,0.1572388916037732,6893765822.423717,2026937931.3596132,ripple
2020-03-23,0.1506641854751117,6610426078.543431,1876934021.256626,ripple
2020-03-24,0.15818223865173547,6935124633.666894,2149427563.4819174,ripple
2020-03-25,0.16232648779448133,7127137923.557504,2083687565.2443302,ripple
2020-03-26,0.1616945113158979,7106446510.326314,2007027965.7754834,ripple
2020-03-27,0.17414388125687338,7645994668.6750965,2139429595.5853508,ripple
2020-03-28,0.1741474352175186,7646150709.55319,2647454047.447796,ripple
2020-03-29,0.17685014138047248,7760076485.941018,2638537629.977689,ripple
2020-03-30,0.16447701662718836,7221559455.172825,1869916824.5573218,ripple
2020-03-31,0.17093843850410675,7516283687.083531,1990274338.689318,ripple
2020-04-01,0.17392564111197442,7641538582.275465,1985080187.5900197,ripple
2020-04-02,0.17508389119266285,7634756565.062687,2002659987.2943866,ripple
2020-04-03,0.17815815095276072,7796534797.044705,2346925185.3665543,ripple
2020-04-04,0.17903878936652484,7866188147.539315,2001601449.389316,ripple
2020-04-05,0.18002309457934823,7901465588.758275,1754643970.4112556,ripple
2020-04-06,0.1781015255131237,7825008837.509199,1640070010.3468537,ripple
2020-04-07,0.19471507618414166,8563367775.746166,2390554002.134605,ripple
2020-04-08,0.192698794927934,8473684261.85753,2553384541.0569887,ripple
2020-04-09,0.20004763010892992,8812426645.650202,2045635629.867087,ripple
2020-04-10,0.19806941770953088,8710888248.686846,1815834538.3656497,ripple
2020-04-11,0.18842873691679146,8286901072.887856,2101666681.991302,ripple
2020-04-12,0.1885856605415796,8293802411.695811,1781001895.317215,ripple
2020-04-13,0.18793418546556673,8265151211.275384,2018968368.000913,ripple
2020-04-14,0.18827236788185847,8299611707.552383,2228364721.4187016,ripple
2020-04-15,0.18610888684287522,8202409954.834599,1862120141.679969,ripple
2020-04-16,0.18169801367609822,8011761733.297829,1937688979.9904425,ripple
2020-04-17,0.18856584786352443,8313796758.115251,2619561036.3051047,ripple
2020-04-18,0.18890422687848843,8333268489.325,1866168812.0107803,ripple
2020-04-19,0.19410552542802123,8564164034.737875,1914325546.147416,ripple
2020-04-20,0.18984854465276943,8376547767.92359,1849385510.2163618,ripple
2020-04-21,0.18330269141211422,8086477705.570027,2266839384.9033456,ripple
2020-04-22,0.18313346135006744,8074284895.834148,1826836936.6230843,ripple
2020-04-23,0.18768951931615696,8275159764.626271,1760936753.9293184,ripple
2020-04-24,0.1901184454663675,8382250197.9264555,2284073444.0555773,ripple
2020-04-25,0.19238168847343698,8482035724.246257,1858298807.3877132,ripple
2020-04-26,0.19442200981571112,8571317096.772564,1645169648.3148115,ripple
2020-04-27,0.19693094024713242,8682610510.595545,1670524318.453444,ripple
2020-04-28,0.19789304938794036,8729627019.338083,1707500454.9858208,ripple
2020-04-29,0.2133646263583613,9405727836.780415,2539833760.635142,ripple
2020-04-30,0.22602861693321166,9970767177.657255,3099767025.4387383,ripple
2020-05-01,0.21310049835339237,9449611235.487078,3081128998.8249784,ripple
2020-05-02,0.21763942367204323,9616759488.62069,2290295884.770336,ripple
2020-05-03,0.2229278108306535,9833981773.529413,2161381421.7909484,ripple
2020-05-04,0.2193996373715576,9678343975.978186,2152766758.0567203,ripple
2020-05-05,0.2183355316840978,9590628118.624918,2467883145.441815,ripple
2020-05-06,0.21665867531586175,9557432319.43245,2076215754.529813,ripple
2020-05-07,0.21316859552060752,9538926053.665503,1917689134.9933252,ripple
2020-05-08,0.2193568557668683,9676456757.334675,2597154210.5145693,ripple
2020-05-09,0.21817125944521623,9652873648.681679,2408353529.8585777,ripple
2020-05-10,0.21623674329232112,9545970574.247509,2545120609.5792956,ripple
2020-05-11,0.20087033236420565,8860901078.056873,3090382984.656238,ripple
2020-05-12,0.19388790957730762,8552948875.18262,2435998568.3509817,ripple
2020-05-13,0.197123255346823,8693754579.16676,1955868887.2627707,ripple
2020-05-14,0.20180311736508466,8892830320.503365,1887395769.1549468,ripple
2020-05-15,0.20339121602916818,8971968255.938885,1981280575.955368,ripple
2020-05-16,0.1984767930027895,8755377615.674406,1861283854.619996,ripple
2020-05-17,0.20068503569720783,8852789501.286718,1618674614.034291,ripple
2020-05-18,0.20066391162784475,8860387827.044128,1540402812.7256665,ripple
2020-05-19,0.20463934825919036,9011434283.414942,1746308904.9745858,ripple
2020-05-20,0.20474144959670157,9031729491.792507,1785715895.5300689,ripple
2020-05-21,0.20187100598936145,8905106034.5785,1733979832.258884,ripple
2020-05-22,0.19501216560766965,8602543016.30914,1544535157.9958904,ripple
2020-05-23,0.19960886868775185,8816681088.275835,1454970548.1993108,ripple
2020-05-24,0.19754927942344438,8714462345.390297,1249075196.4790466,ripple
2020-05-25,0.19419036291235778,8586301007.646535,1289364325.3179705,ripple
2020-05-26,0.19685487196537504,8682758874.370806,1572175495.217402,ripple
2020-05-27,0.19413459787001003,8567002549.941864,1392748661.8291106,ripple
2020-05-28,0.19720175798010187,8699660782.665977,1358329184.3187313,ripple
2020-05-29,0.20079689798971392,8857724066.1647,1499537828.1718988,ripple
2020-05-30,0.19790502860899387,8731198879.71849,1388432175.7669818,ripple
2020-05-31,0.20577482926769294,9100788486.566254,1464684241.188124,ripple
2020-06-01,0.2032687101969978,8966762754.982592,1594357118.5912654,ripple
